Symbol,Close,Daily,1 Week,1 Month,1 Year
TSLA,757.8150024414062,-0.5909598120906326,9.661387139542153,10.397849738672898,780.6477307224181
AMZN,3365.77001953125,-1.0067641314338234,4.30900756816043,8.765143258151058,77.33152102537493
MSFT,256.55999755859375,-0.7466411654978631,3.0071827253873846,9.701972427047236,59.73104554723023
ADBE,512.2899780273438,-0.49916625827192,4.204463430180285,9.794462386278543,53.183024623031294
